user_id;service_name;service_category;price_min;price_max;date_of_payment;number_of_payments
6080;Arialo;Water Supplier;30;60;3;4
6081;App Store;Store;5;20;18;8
6081;Amazon Prime;Amazon;13;13;13;7
6082;App Store;Store;5;20;12;9
6082;Sony PlayStation Plus;Games;7;7;23;4
6082;Cooorsera;Online Education;8;8;16;10
6082;Netflix;Video Streaming;14;14;4;3
6082;Google Play Music;Music;10;10;28;6
6082;Birto;Water Supplier;35;65;19;10
6083;App Store;Store;5;20;5;10
6083;Amazon Prime;Amazon;13;13;6;7
6083;Nintendo Switch Online;Games;4;4;5;8
6083;Disney+;Video Streaming;7;7;13;11
6083;Boro;Water Supplier;35;70;17;9
6084;YouTube;Video Streaming;12;12;9;6
6084;App Store;Store;5;20;16;8
6084;Sony PlayStation Plus;Games;7;7;13;8
6084;Amazon Music;Music;8;8;26;10
6084;Boro;Water Supplier;35;70;24;3
6085;App Store;Store;5;20;9;9
6085;Nintendo Switch Online;Games;4;4;13;8
6085;Netflix;Video Streaming;14;14;21;10
6085;Arialo;Water Supplier;30;60;20;3
6086;App Store;Store;5;20;22;12
6086;Amazon Prime;Amazon;13;13;28;9
6086;New York Times;Digital Magazine;4;4;13;5
6086;Disney+;Video Streaming;7;7;17;7
6086;Amazon Music;Music;8;8;15;9
6086;Boro;Water Supplier;35;70;16;2
6087;App Store;Store;5;20;5;7
6087;New York Times;Digital Magazine;4;4;6;7
6087;Netflix;Video Streaming;14;14;12;7
6087;Spotify;Music;10;10;9;5
6087;Boro;Water Supplier;35;70;2;6
6088;Each Month Chocolate;Food;8;8;25;8
6088;Nintendo Switch Online;Games;4;4;1;4
6088;Learn Now;Online Education;12;12;10;7
6088;Disney+;Video Streaming;7;7;3;7
6088;Arialo;Water Supplier;30;60;15;11
6089;App Store;Store;5;20;8;3
6089;Amazon Prime;Amazon;13;13;9;8
6089;New York Times;Digital Magazine;4;4;24;11
6089;Cooorsera;Online Education;8;8;10;7
6089;Netflix;Video Streaming;14;14;5;8
6089;Spotify;Music;10;10;18;11
6089;Arialo;Water Supplier;30;60;23;7
6090;App Store;Store;5;20;17;6
6090;Amazon Prime;Amazon;13;13;5;12
6090;Sony PlayStation Plus;Games;7;7;13;12
6090;Disney+;Video Streaming;7;7;1;6
6090;Spotify;Music;10;10;23;12
6090;Birto;Water Supplier;35;65;21;8
6091;App Store;Store;5;20;23;12
6091;Amazon Prime;Amazon;13;13;15;7
6091;PlayStation Now;Games;10;10;17;4
6091;Microsoft Xbox Game Pass;Games;10;10;27;7
6091;Netflix;Video Streaming;14;14;13;8
6091;Deliveroo Plus;Food;14;14;19;11
6091;Boro;Water Supplier;35;70;24;11
6092;App Store;Store;5;20;13;12
6092;Amazon Prime;Amazon;13;13;27;9
6092;Wall Street Journal;Digital Magazine;20;20;27;3
6092;Netflix;Video Streaming;14;14;3;9
6092;Spotify;Music;10;10;21;8
6092;Birto;Water Supplier;35;65;23;2
6093;Amazon Prime;Amazon;13;13;3;9
6093;Microsoft Xbox Game Pass;Games;10;10;5;8
6093;Netflix;Video Streaming;14;14;11;6
6093;Amazon Music;Music;8;8;11;11
6093;Boro;Water Supplier;35;70;1;4
6094;Amazon Prime;Amazon;13;13;2;9
6094;Wall Street Journal;Digital Magazine;20;20;10;11
6094;Netflix;Video Streaming;14;14;24;6
6094;Spotify;Music;10;10;6;9
6094;Birto;Water Supplier;35;65;27;7
6095;App Store;Store;5;20;10;4
6095;Amazon Prime;Amazon;13;13;28;11
6095;Doc Online;Health;10;24;23;12
6095;Microsoft Xbox Game Pass;Games;10;10;1;3
6095;Disney+;Video Streaming;7;7;11;10
6095;Spotify;Music;10;10;9;12
6095;Boro;Water Supplier;35;70;20;10
6096;App Store;Store;5;20;3;7
6096;Amazon Prime;Amazon;13;13;25;7
6096;PlayStation Now;Games;10;10;16;7
6096;Microsoft Xbox Game Pass;Games;10;10;14;2
6096;Disney+;Video Streaming;7;7;17;7
6096;Arialo;Water Supplier;30;60;18;10
6097;App Store;Store;5;20;21;12
6097;Microsoft Xbox Game Pass;Games;10;10;19;7
6097;Netflix;Video Streaming;14;14;28;3
6097;Spotify;Music;10;10;7;10
6097;Boro;Water Supplier;35;70;25;12
6098;Microsoft Xbox Game Pass;Games;10;10;16;2
6098;Boro;Water Supplier;35;70;2;8
6099;Amazon Prime;Amazon;13;13;17;2
6099;Wall Street Journal;Digital Magazine;20;20;4;7
6099;Netflix;Video Streaming;14;14;22;7
6099;Spotify;Music;10;10;6;4
6099;Boro;Water Supplier;35;70;14;7
6100;Amazon Prime;Amazon;13;13;2;9
6100;Sony PlayStation Plus;Games;7;7;18;10
6100;Netflix;Video Streaming;14;14;16;6
6100;Arialo;Water Supplier;30;60;3;6
6101;Amazon Prime;Amazon;13;13;28;4
6101;Microsoft Xbox Game Pass;Games;10;10;1;11
6101;Amazon Prime Video;Video Streaming;9;9;21;5
6101;Get Food;Food;12;12;12;2
6101;Boro;Water Supplier;35;70;5;10
6102;YouTube;Video Streaming;12;12;8;5
6102;Amazon Prime;Amazon;13;13;23;8
6102;Wall Street Journal;Digital Magazine;20;20;15;10
6102;Netflix;Video Streaming;14;14;19;4
6102;Birto;Water Supplier;35;65;3;6
6103;YouTube;Video Streaming;12;12;26;10
6103;Amazon Prime;Amazon;13;13;17;2
6103;Twitch Prime;Games;11;11;20;12
6103;Sony PlayStation Plus;Games;7;7;21;4
6103;Boro;Water Supplier;35;70;10;9
6103;Clean Me;House;56;56;15;5
6104;App Store;Store;5;20;21;7
6104;Doc Online;Health;10;24;15;5
6104;New York Times;Digital Magazine;4;4;25;4
6104;Disney+;Video Streaming;7;7;10;8
6104;Spotify;Music;10;10;3;4
6104;Arialo;Water Supplier;30;60;20;5
6105;App Store;Store;5;20;17;2
6105;Sony PlayStation Plus;Games;7;7;3;8
6105;Netflix;Video Streaming;14;14;16;6
6105;Google Play Music;Music;10;10;22;11
6105;Deliveroo Plus;Food;14;14;7;7
6105;Boro;Water Supplier;35;70;20;10
6106;Amazon Prime;Amazon;13;13;15;10
6106;New York Times;Digital Magazine;4;4;11;12
6106;Netflix;Video Streaming;14;14;15;11
6106;Spotify;Music;10;10;7;2
6106;Boro;Water Supplier;35;70;9;4
6107;Amazon Prime;Amazon;13;13;3;6
6107;Doc Online;Health;10;24;23;2
6107;New York Times;Digital Magazine;4;4;10;3
6107;Disney+;Video Streaming;7;7;10;7
6107;Arialo;Water Supplier;30;60;20;7
6108;App Store;Store;5;20;18;12
6108;Amazon Prime;Amazon;13;13;19;12
6108;Doc Online;Health;10;24;22;12
6109;YouTube;Video Streaming;12;12;18;12
6109;Fitness+;Health;8;8;2;9
6109;Wall Street Journal;Digital Magazine;20;20;25;7
6109;Netflix;Video Streaming;14;14;21;8
6109;Arialo;Water Supplier;30;60;24;5
6110;Amazon Prime;Amazon;13;13;14;2
6110;Doc Online;Health;10;24;24;2
6110;Sony PlayStation Plus;Games;7;7;22;5
6110;Netflix;Video Streaming;14;14;9;4
6110;Amazon Music;Music;8;8;12;12
6110;Arialo;Water Supplier;30;60;6;4
6111;YouTube;Video Streaming;12;12;23;10
6111;App Store;Store;5;20;17;7
6111;PlayStation Now;Games;10;10;11;12
6111;Microsoft Xbox Game Pass;Games;10;10;14;12
6111;Netflix;Video Streaming;14;14;16;7
6111;Spotify;Music;10;10;4;12
6111;Birto;Water Supplier;35;65;4;6
6112;App Store;Store;5;20;26;5
6112;Microsoft Xbox Game Pass;Games;10;10;20;9
6112;Cooorsera;Online Education;8;8;7;12
6112;Amazon Prime Video;Video Streaming;9;9;24;4
6112;Spotify;Music;10;10;11;8
6112;Deliveroo Plus;Food;14;14;8;3
6112;Arialo;Water Supplier;30;60;4;10
6113;App Store;Store;5;20;14;12
6113;Amazon Prime;Amazon;13;13;22;3
6114;Amazon Prime;Amazon;13;13;17;6
6114;Wall Street Journal;Digital Magazine;20;20;16;8
6114;Spotify;Music;10;10;1;2
6114;Arialo;Water Supplier;30;60;25;3
6115;YouTube;Video Streaming;12;12;19;5
6115;App Store;Store;5;20;4;11
6115;Amazon Prime;Amazon;13;13;18;11
6115;Financial Times;Digital Magazine;12;12;20;12
6115;Netflix;Video Streaming;14;14;19;10
6115;Spotify;Music;10;10;2;4
6115;Arialo;Water Supplier;30;60;16;5
6116;Amazon Prime;Amazon;13;13;23;12
6116;Sephora Play;Beauty;16;16;12;2
6116;Disney+;Video Streaming;7;7;3;4
6116;Spotify;Music;10;10;10;3
6116;Boro;Water Supplier;35;70;27;11
6117;App Store;Store;5;20;27;8
6117;Amazon Prime;Amazon;13;13;26;3
6117;Home Chief;Food;60;60;3;5
6117;Wall Street Journal;Digital Magazine;20;20;7;9
6117;Amazon Prime Video;Video Streaming;9;9;24;9
6117;Boro;Water Supplier;35;70;16;3
6118;Amazon Prime;Amazon;13;13;18;3
6118;Wall Street Journal;Digital Magazine;20;20;17;10
6118;Netflix;Video Streaming;14;14;4;11
6118;Google Play Music;Music;10;10;28;12
6118;Boro;Water Supplier;35;70;26;9
6119;App Store;Store;5;20;4;2
6119;Amazon Prime;Amazon;13;13;22;8
6119;Nintendo Switch Online;Games;4;4;2;8
6119;Netflix;Video Streaming;14;14;22;7
6119;Arialo;Water Supplier;30;60;28;4
6120;YouTube;Video Streaming;12;12;24;3
6120;Amazon Prime;Amazon;13;13;22;5
6120;New York Times;Digital Magazine;4;4;3;10
6120;Cooorsera;Online Education;8;8;16;6
6120;Netflix;Video Streaming;14;14;19;5
6120;Amazon Music;Music;8;8;8;4
6120;Arialo;Water Supplier;30;60;21;11
6121;App Store;Store;5;20;23;9
6121;Microsoft Xbox Game Pass;Games;10;10;4;9
6121;Amazon Prime Video;Video Streaming;9;9;13;2
6121;Amazon Music;Music;8;8;8;7
6121;Arialo;Water Supplier;30;60;23;3
6122;Amazon Prime;Amazon;13;13;28;3
6123;PlayStation Now;Games;10;10;11;4
6123;Microsoft Xbox Game Pass;Games;10;10;18;5
6123;Netflix;Video Streaming;14;14;21;10
6123;Spotify;Music;10;10;1;2
6123;Boro;Water Supplier;35;70;11;5
6124;YouTube;Video Streaming;12;12;19;11
6124;App Store;Store;5;20;6;11
6124;Amazon Prime;Amazon;13;13;8;6
6124;Sony PlayStation Plus;Games;7;7;24;2
6124;Learn Now;Online Education;12;12;9;9
6124;Netflix;Video Streaming;14;14;11;5
6124;Boro;Water Supplier;35;70;2;4
6125;Sephora Play;Beauty;16;16;26;7
6125;Lora;Beauty;15;15;13;3
6125;Birto;Water Supplier;35;65;2;11
6126;App Store;Store;5;20;15;7
6126;Amazon Prime;Amazon;13;13;28;10
6126;Nintendo Switch Online;Games;4;4;15;10
6126;Learn Now;Online Education;12;12;10;9
6126;Arialo;Water Supplier;30;60;7;7
6127;YouTube;Video Streaming;12;12;23;5
6127;PlayStation Now;Games;10;10;18;8
6127;Microsoft Xbox Game Pass;Games;10;10;8;9
6127;Cooorsera;Online Education;8;8;12;5
6127;Spotify;Music;10;10;22;5
6127;Arialo;Water Supplier;30;60;10;8
6128;App Store;Store;5;20;21;4
6128;Amazon Prime;Amazon;13;13;4;9
6128;New York Times;Digital Magazine;4;4;27;4
6128;Amazon Prime Video;Video Streaming;9;9;28;10
6128;Spotify;Music;10;10;25;5
6128;Deliveroo Plus;Food;14;14;11;8
6128;Birto;Water Supplier;35;65;16;2
6129;YouTube;Video Streaming;12;12;11;12
6129;Sony PlayStation Plus;Games;7;7;14;12
6129;Learn Now;Online Education;12;12;12;12
6129;Disney+;Video Streaming;7;7;10;2
6129;Spotify;Music;10;10;20;5
6129;Birto;Water Supplier;35;65;18;2
6130;Sephora Play;Beauty;16;16;4;2
6130;Lora;Beauty;15;15;3;4
6130;Netflix;Video Streaming;14;14;6;10
6130;Spotify;Music;10;10;21;12
6130;Arialo;Water Supplier;30;60;26;12
6131;Doc Online;Health;10;24;19;11
6131;PlayStation Now;Games;10;10;9;8
6131;Microsoft Xbox Game Pass;Games;10;10;11;10
6131;Cooorsera;Online Education;8;8;25;7
6131;Netflix;Video Streaming;14;14;5;4
6131;Spotify;Music;10;10;14;4
6131;Boro;Water Supplier;35;70;13;7
6132;Amazon Prime;Amazon;13;13;19;4
6132;Sony PlayStation Plus;Games;7;7;15;2
6132;Netflix;Video Streaming;14;14;14;7
6132;Spotify;Music;10;10;3;10
6132;Birto;Water Supplier;35;65;12;6
6133;App Store;Store;5;20;14;9
6133;Home Chief;Food;60;60;21;11
6133;Financial Times;Digital Magazine;12;12;8;9
6133;Disney+;Video Streaming;7;7;9;4
6133;Spotify;Music;10;10;10;6
6133;Boro;Water Supplier;35;70;9;5
6134;App Store;Store;5;20;19;3
6134;Amazon Prime;Amazon;13;13;13;3
6135;YouTube;Video Streaming;12;12;12;2
6135;Amazon Prime;Amazon;13;13;1;3
6135;New York Times;Digital Magazine;4;4;21;11
6135;Netflix;Video Streaming;14;14;10;2
6135;Amazon Music;Music;8;8;25;10
6135;Arialo;Water Supplier;30;60;3;11
6136;Amazon Prime;Amazon;13;13;21;8
6136;Sony PlayStation Plus;Games;7;7;23;3
6136;Cooorsera;Online Education;8;8;5;6
6136;Disney+;Video Streaming;7;7;19;9
6136;Arialo;Water Supplier;30;60;5;3
6136;Clean Me;House;56;56;22;5
6137;Amazon Prime;Amazon;13;13;24;7
6137;New York Times;Digital Magazine;4;4;25;9
6137;Disney+;Video Streaming;7;7;13;11
6137;Spotify;Music;10;10;2;12
6137;Arialo;Water Supplier;30;60;1;10
6138;App Store;Store;5;20;12;10
6138;Amazon Prime;Amazon;13;13;12;7
6138;New York Times;Digital Magazine;4;4;20;7
6138;Disney+;Video Streaming;7;7;18;10
6138;Birto;Water Supplier;35;65;27;8
6139;App Store;Store;5;20;6;11
6140;App Store;Store;5;20;25;7
6140;Amazon Prime;Amazon;13;13;19;11
6141;App Store;Store;5;20;20;4
6141;Amazon Prime;Amazon;13;13;21;9
6141;Nintendo Switch Online;Games;4;4;14;9
6141;Amazon Prime Video;Video Streaming;9;9;18;2
6141;Spotify;Music;10;10;9;2
6141;Boro;Water Supplier;35;70;22;4
6142;App Store;Store;5;20;6;2
6142;Nintendo Switch Online;Games;4;4;27;9
6142;Disney+;Video Streaming;7;7;4;4
6142;Spotify;Music;10;10;26;10
6142;Boro;Water Supplier;35;70;14;8
6143;YouTube;Video Streaming;12;12;9;2
6143;Amazon Prime;Amazon;13;13;10;9
6143;Fitness+;Health;8;8;28;12
6143;Sony PlayStation Plus;Games;7;7;1;10
6143;Spotify;Music;10;10;13;2
6143;Boro;Water Supplier;35;70;18;2
6144;Amazon Prime;Amazon;13;13;14;11
6144;New York Times;Digital Magazine;4;4;28;3
6144;Netflix;Video Streaming;14;14;21;7
6144;Spotify;Music;10;10;24;3
6144;Birto;Water Supplier;35;65;28;10
6145;Amazon Prime;Amazon;13;13;22;9
6145;New York Times;Digital Magazine;4;4;10;5
6145;Cooorsera;Online Education;8;8;13;5
6145;Amazon Music;Music;8;8;22;11
6145;Arialo;Water Supplier;30;60;1;11
6146;Microsoft Xbox Game Pass;Games;10;10;3;8
6146;Spotify;Music;10;10;10;9
6146;Boro;Water Supplier;35;70;9;2
6147;App Store;Store;5;20;9;4
6147;Financial Times;Digital Magazine;12;12;25;11
6147;Netflix;Video Streaming;14;14;4;6
6147;Google Play Music;Music;10;10;5;9
6147;Arialo;Water Supplier;30;60;6;4
6148;Sephora Play;Beauty;16;16;18;9
6148;Cutie;Beauty;12;12;20;8
6148;Netflix;Video Streaming;14;14;8;4
6148;Spotify;Music;10;10;6;2
6148;Arialo;Water Supplier;30;60;7;9
6149;App Store;Store;5;20;24;6
6149;Breath Good;Home;9;9;8;2
6150;App Store;Store;5;20;13;7
6150;Amazon Prime;Amazon;13;13;6;6
6151;App Store;Store;5;20;12;7
6151;Amazon Prime;Amazon;13;13;12;11
6151;Fitness+;Health;8;8;16;8
6151;Sony PlayStation Plus;Games;7;7;4;7
6151;Cooorsera;Online Education;8;8;13;9
6151;Disney+;Video Streaming;7;7;15;6
6151;Spotify;Music;10;10;24;4
6151;Arialo;Water Supplier;30;60;10;4
6152;New York Times;Digital Magazine;4;4;15;10
6152;Netflix;Video Streaming;14;14;4;11
6152;Google Play Music;Music;10;10;26;3
6152;Boro;Water Supplier;35;70;10;10
6153;App Store;Store;5;20;26;8
6153;Financial Times;Digital Magazine;12;12;6;5
6153;Netflix;Video Streaming;14;14;14;6
6153;Spotify;Music;10;10;13;11
6153;Birto;Water Supplier;35;65;9;4
6154;YouTube;Video Streaming;12;12;8;12
6154;App Store;Store;5;20;1;12
6154;Microsoft Xbox Game Pass;Games;10;10;16;9
6154;Netflix;Video Streaming;14;14;2;2
6154;Birto;Water Supplier;35;65;15;10
6156;Amazon Prime;Amazon;13;13;8;10
6157;YouTube;Video Streaming;12;12;28;8
6157;App Store;Store;5;20;20;4
6157;Wall Street Journal;Digital Magazine;20;20;7;5
6157;Netflix;Video Streaming;14;14;6;7
6157;Deliveroo Plus;Food;14;14;7;3
6157;Boro;Water Supplier;35;70;25;4
6158;App Store;Store;5;20;8;5
6158;New York Times;Digital Magazine;4;4;17;4
6158;Netflix;Video Streaming;14;14;17;12
6158;YouTube Music;Music;7;7;12;12
6158;Birto;Water Supplier;35;65;13;10
6159;Nintendo Switch Online;Games;4;4;8;11
6159;Netflix;Video Streaming;14;14;11;2
6159;Spotify;Music;10;10;23;9
6159;Boro;Water Supplier;35;70;19;10
6160;App Store;Store;5;20;28;8
6160;Sony PlayStation Plus;Games;7;7;8;11
6160;Learn Now;Online Education;12;12;5;8
6160;Spotify;Music;10;10;28;6
6160;Boro;Water Supplier;35;70;17;3
6161;New York Times;Digital Magazine;4;4;7;7
6161;Amazon Prime Video;Video Streaming;9;9;10;12
6161;Spotify;Music;10;10;27;6
6161;Arialo;Water Supplier;30;60;18;5
6163;App Store;Store;5;20;13;8
6163;Amazon Prime;Amazon;13;13;11;8
6163;Fitness+;Health;8;8;20;5
6164;App Store;Store;5;20;27;10
6164;Amazon Prime;Amazon;13;13;19;7
6165;YouTube;Video Streaming;12;12;27;7
6165;App Store;Store;5;20;20;7
6165;Amazon Prime;Amazon;13;13;28;9
6165;Sony PlayStation Plus;Games;7;7;28;9
6165;Cooorsera;Online Education;8;8;22;11
6165;Spotify;Music;10;10;25;9
6165;Arialo;Water Supplier;30;60;22;6
6166;YouTube;Video Streaming;12;12;13;4
6166;Amazon Prime;Amazon;13;13;25;2
6166;Fitness+;Health;8;8;25;4
6166;Sephora Play;Beauty;16;16;26;11
6166;Amazon Prime Video;Video Streaming;9;9;1;8
6166;Spotify;Music;10;10;27;11
6166;Arialo;Water Supplier;30;60;28;3
6166;Qulean;House;80;80;17;9
6167;App Store;Store;5;20;21;11
6167;Amazon Prime;Amazon;13;13;23;12
6167;Doc Online;Health;10;24;6;5
6168;App Store;Store;5;20;4;7
6168;Amazon Prime;Amazon;13;13;6;12
6168;Doc Online;Health;10;24;13;6
6168;Netflix;Video Streaming;14;14;21;6
6168;Spotify;Music;10;10;11;6
6168;Get Food;Food;12;12;10;3
6168;Boro;Water Supplier;35;70;11;7
6169;App Store;Store;5;20;15;5
6169;PlayStation Now;Games;10;10;26;3
6169;Microsoft Xbox Game Pass;Games;10;10;3;12
6169;Netflix;Video Streaming;14;14;26;2
6169;Spotify;Music;10;10;1;11
6169;Birto;Water Supplier;35;65;15;12
6170;App Store;Store;5;20;27;3
6170;Amazon Prime;Amazon;13;13;15;9
6170;PlayStation Now;Games;10;10;22;7
6170;Microsoft Xbox Game Pass;Games;10;10;19;2
6170;Boro;Water Supplier;35;70;26;4
6171;Amazon Prime;Amazon;13;13;2;10
6171;Financial Times;Digital Magazine;12;12;9;9
6171;Disney+;Video Streaming;7;7;18;6
6171;YouTube Music;Music;7;7;26;4
6171;Arialo;Water Supplier;30;60;19;8
6172;Fitness+;Health;8;8;6;3
6172;Microsoft Xbox Game Pass;Games;10;10;15;7
6172;Cooorsera;Online Education;8;8;20;7
6172;Netflix;Video Streaming;14;14;6;12
6172;Amazon Music;Music;8;8;27;9
6172;Boro;Water Supplier;35;70;11;2
6173;App Store;Store;5;20;28;4
6173;Nintendo Switch Online;Games;4;4;24;2
6173;Cooorsera;Online Education;8;8;12;11
6173;Netflix;Video Streaming;14;14;9;2
6173;Spotify;Music;10;10;21;10
6173;Boro;Water Supplier;35;70;8;7
6174;Fitness+;Health;8;8;14;6
6174;New York Times;Digital Magazine;4;4;11;11
6174;Disney+;Video Streaming;7;7;2;7
6174;Birto;Water Supplier;35;65;16;7
6175;Amazon Prime;Amazon;13;13;23;12
6175;New York Times;Digital Magazine;4;4;22;12
6175;Netflix;Video Streaming;14;14;16;5
6175;Spotify;Music;10;10;27;8
6175;Boro;Water Supplier;35;70;13;4
6176;Sony PlayStation Plus;Games;7;7;17;5
6176;Spotify;Music;10;10;27;2
6176;Boro;Water Supplier;35;70;28;12
6177;Amazon Prime;Amazon;13;13;6;6
6177;Financial Times;Digital Magazine;12;12;28;6
6177;Cooorsera;Online Education;8;8;7;10
6177;Netflix;Video Streaming;14;14;25;7
6177;Google Play Music;Music;10;10;12;5
6177;Birto;Water Supplier;35;65;5;11
6178;YouTube;Video Streaming;12;12;22;4
6178;App Store;Store;5;20;26;12
6178;Amazon Prime;Amazon;13;13;1;12
6178;Fitness+;Health;8;8;26;8
6179;Amazon Prime;Amazon;13;13;20;2
6180;Amazon Prime;Amazon;13;13;3;7
6181;App Store;Store;5;20;28;10
6181;Fitness+;Health;8;8;6;8
6181;Wall Street Journal;Digital Magazine;20;20;6;7
6181;Amazon Prime Video;Video Streaming;9;9;21;12
6181;Amazon Music;Music;8;8;21;5
6181;Arialo;Water Supplier;30;60;27;9
6182;YouTube;Video Streaming;12;12;5;11
6182;Financial Times;Digital Magazine;12;12;6;5
6182;Netflix;Video Streaming;14;14;27;12
6182;Boro;Water Supplier;35;70;4;6
6183;Amazon Prime;Amazon;13;13;9;2
6183;New York Times;Digital Magazine;4;4;25;6
6183;Disney+;Video Streaming;7;7;14;11
6183;Amazon Music;Music;8;8;19;5
6183;Birto;Water Supplier;35;65;28;2
6184;Amazon Prime;Amazon;13;13;25;2
6184;Wall Street Journal;Digital Magazine;20;20;9;5
6184;Spotify;Music;10;10;28;9
6184;Get Food;Food;12;12;17;4
6184;Birto;Water Supplier;35;65;11;11
6185;YouTube;Video Streaming;12;12;16;9
6185;App Store;Store;5;20;26;2
6185;Amazon Prime;Amazon;13;13;7;2
6185;Each Month Chocolate;Food;8;8;19;6
6185;New York Times;Digital Magazine;4;4;27;10
6185;Netflix;Video Streaming;14;14;21;2
6185;Spotify;Music;10;10;6;10
6185;Boro;Water Supplier;35;70;10;9
6186;App Store;Store;5;20;21;5
6186;Amazon Prime;Amazon;13;13;24;6
6186;Doc Online;Health;10;24;17;10
6186;Twitch Prime;Games;11;11;5;8
6186;Nintendo Switch Online;Games;4;4;23;3
6186;Netflix;Video Streaming;14;14;19;4
6186;Spotify;Music;10;10;12;3
6186;Boro;Water Supplier;35;70;17;6
6187;Amazon Prime;Amazon;13;13;1;9
6187;PlayStation Now;Games;10;10;27;7
6187;Microsoft Xbox Game Pass;Games;10;10;5;8
6187;Arialo;Water Supplier;30;60;4;10
6187;Clean Me;House;56;56;20;5
6188;App Store;Store;5;20;4;6
6188;Financial Times;Digital Magazine;12;12;22;12
6188;Netflix;Video Streaming;14;14;5;12
6188;Spotify;Music;10;10;16;8
6188;Arialo;Water Supplier;30;60;3;6
6189;Amazon Prime;Amazon;13;13;15;9
6189;Nintendo Switch Online;Games;4;4;22;2
6189;Amazon Prime Video;Video Streaming;9;9;25;10
6189;Spotify;Music;10;10;18;11
6189;Boro;Water Supplier;35;70;2;10
6190;App Store;Store;5;20;19;10
6190;Netflix;Video Streaming;14;14;25;9
6190;Spotify;Music;10;10;6;11
6190;Arialo;Water Supplier;30;60;23;4
6191;App Store;Store;5;20;15;8
6191;Amazon Prime;Amazon;13;13;25;12
6191;Nintendo Switch Online;Games;4;4;10;12
6191;Disney+;Video Streaming;7;7;21;12
6191;Amazon Music;Music;8;8;14;2
6191;Boro;Water Supplier;35;70;2;3
6192;App Store;Store;5;20;21;3
6192;New York Times;Digital Magazine;4;4;9;2
6192;Amazon Prime Video;Video Streaming;9;9;23;5
6192;Arialo;Water Supplier;30;60;9;5
6193;App Store;Store;5;20;21;7
6193;Amazon Prime;Amazon;13;13;15;11
6193;Wall Street Journal;Digital Magazine;20;20;2;8
6193;Netflix;Video Streaming;14;14;1;4
6193;YouTube Music;Music;7;7;21;4
6193;Arialo;Water Supplier;30;60;13;2
6194;App Store;Store;5;20;14;12
6194;Amazon Prime;Amazon;13;13;11;5
6195;Amazon Prime;Amazon;13;13;14;2
6196;Sony PlayStation Plus;Games;7;7;20;3
6196;Netflix;Video Streaming;14;14;22;5
6196;Google Play Music;Music;10;10;9;10
6196;Arialo;Water Supplier;30;60;8;10
6197;App Store;Store;5;20;16;12
6197;Amazon Prime;Amazon;13;13;11;9
6197;Microsoft Xbox Game Pass;Games;10;10;1;10
6197;Netflix;Video Streaming;14;14;8;10
6197;Spotify;Music;10;10;24;12
6197;Birto;Water Supplier;35;65;8;6
6198;App Store;Store;5;20;19;6
6198;Amazon Prime;Amazon;13;13;6;8
6198;Sony PlayStation Plus;Games;7;7;7;9
6198;Netflix;Video Streaming;14;14;22;2
6198;Spotify;Music;10;10;26;10
6198;Deliveroo Plus;Food;14;14;6;8
6198;Birto;Water Supplier;35;65;25;12
6199;Amazon Prime;Amazon;13;13;24;2
6199;Microsoft Xbox Game Pass;Games;10;10;16;9
6199;Learn Now;Online Education;12;12;9;2
6199;Netflix;Video Streaming;14;14;7;10
6199;Spotify;Music;10;10;16;11
6199;Arialo;Water Supplier;30;60;8;4
6200;YouTube;Video Streaming;12;12;7;11
6200;Amazon Prime;Amazon;13;13;18;10
6200;Fitness+;Health;8;8;17;2
6200;Netflix;Video Streaming;14;14;24;8
6200;Spotify;Music;10;10;3;6
6200;Boro;Water Supplier;35;70;14;2
6201;Home Chief;Food;60;60;12;2
6201;New York Times;Digital Magazine;4;4;17;11
6201;Netflix;Video Streaming;14;14;27;3
6201;Arialo;Water Supplier;30;60;12;5
6202;App Store;Store;5;20;14;6
6202;Fitness+;Health;8;8;17;3
6202;New York Times;Digital Magazine;4;4;27;6
6202;Disney+;Video Streaming;7;7;15;11
6202;Spotify;Music;10;10;18;9
6202;Arialo;Water Supplier;30;60;5;12
6203;Amazon Prime;Amazon;13;13;1;11
6203;Sony PlayStation Plus;Games;7;7;16;10
6203;Netflix;Video Streaming;14;14;6;9
6203;Spotify;Music;10;10;3;6
6203;Birto;Water Supplier;35;65;25;2
6204;App Store;Store;5;20;9;7
6204;Fitness+;Health;8;8;28;4
6204;Wall Street Journal;Digital Magazine;20;20;26;2
6204;Netflix;Video Streaming;14;14;6;6
6204;Spotify;Music;10;10;18;11
6204;Arialo;Water Supplier;30;60;23;5
6205;App Store;Store;5;20;15;3
6207;App Store;Store;5;20;20;6
6207;Amazon Prime;Amazon;13;13;21;5
6207;Sephora Play;Beauty;16;16;18;8
6207;Corole;Beauty;13;13;9;4
6207;Learn Now;Online Education;12;12;25;6
6207;Netflix;Video Streaming;14;14;9;8
6207;Spotify;Music;10;10;23;4
6207;Arialo;Water Supplier;30;60;23;5
6208;Amazon Prime;Amazon;13;13;24;9
6208;Sony PlayStation Plus;Games;7;7;7;7
6208;Get Food;Food;12;12;8;5
6208;Boro;Water Supplier;35;70;12;2
6209;App Store;Store;5;20;9;4
6210;App Store;Store;5;20;10;8
6210;Amazon Prime;Amazon;13;13;4;2
6210;Microsoft Xbox Game Pass;Games;10;10;28;8
6210;Netflix;Video Streaming;14;14;15;7
6210;Spotify;Music;10;10;3;6
